SuperWEB2(tm)

"Domestic Overnight Trips"
"Quarter and Stopover state/region/SA2 by Stopover reason"
"Counting: Overnight trips (000)"

Filters:
"Default Summation","Overnight trips (000)"

,"Stopover reason","Holiday","Visiting friends and relatives","Business","Other reason","No other reason","In transit","Not stated/not asked","Total",
,"Melbourne",747.3060511,684.8911906,467.132861,161.8957927,0,6.5639897,0,2040.5357248,
,"Ballarat",31.5572426,69.8452667,16.9195236,1.2753322,0,5.5981836,0,125.1955488,
,"Bendigo Loddon",107.151871,104.2468754,21.2845231,2.5967985,0,3.8052427,0,233.9070943,
,"Central Highlands",92.0137073,27.6937465,10.6576903,1.1590734,0,0,0,131.5242175,
,"Central Murray",140.2984872,45.7216282,11.1100081,3.5600335,0,0,0,200.690157,
,"Geelong and the Bellarine",243.2775718,129.5569678,42.1041618,9.6122109,0,1.6667747,0,426.217687,
,"Gippsland",187.0200447,116.4823711,42.8306239,12.1132299,0,3.9595798,0,362.4058494,
,"Goulburn",55.9417518,63.2205806,18.8152643,6.6576764,0,4.6247859,0,149.260059,
,"Great Ocean Road",463.0931625,154.5111134,64.1965739,9.7930595,0,5.7349899,0,696.8856543,
,"High Country",306.7552492,94.5920229,13.0805758,8.4381194,0,5.5908283,0,427.1473202,
,"Lakes",171.7671317,45.9243434,19.686171,15.816873,0,3.4219804,0,256.6164995,
,"Macedon",11.6504775,38.9513208,2.3394812,4.89316,0,0,0,57.8344396,
,"Mallee",88.6721214,27.4213836,26.5996887,3.1977182,0,7.1871998,3.6451122,156.7232238,
,"Melbourne East",58.287824,79.5202776,23.7420988,10.3777663,0,0,0,171.9279668,
,"Murray East",9.3441678,28.4438152,0,1.8154641,0,9.4426006,0,49.0460478,
,"Peninsula",375.8820248,139.0015141,22.7885966,7.2468044,0,0,0,544.9189399,
,"Phillip Island",249.6693196,71.1831065,3.9505823,2.4840032,0,0,0,327.2870116,
,"Spa Country",62.9635301,20.5629415,6.7097954,1.7035152,0,0,0,91.9397823,
,"Upper Yarra",22.6355715,13.5399126,1.9212674,0,0,0,0,38.0967514,
,"Western Grampians",65.6409805,17.1612079,7.8326343,5.3366099,0,3.9917553,0,99.9631879,
,"Wimmera",12.7364416,21.2751123,5.356349,3.2573434,0,0,0,42.6252463,
,"Victoria",3308.4694643,1908.9851722,795.5269233,262.3746464,0,41.8457941,3.6451122,6217.154318,
,"Brisbane",459.8845689,538.8530578,263.4673371,65.0320344,0,6.2270902,0,1330.31135,
,"Bundaberg",36.0230882,38.8640446,12.9654676,3.9867395,0,2.7822838,0,94.6216237,
,"Central Queensland",69.3960408,99.8287911,87.3344005,26.3477124,0,2.7960188,0,285.7029635,
,"Darling Downs",84.013278,196.3146162,65.7600206,15.6906415,0,9.7666929,0,371.5452492,
,"Fraser Coast",82.676552,49.9302751,7.5803612,3.7681752,0,0,3.6451122,147.6004757,
,"Gold Coast",556.281597,257.2269406,85.3927643,34.1914071,0,2.9499596,3.6451122,930.0725996,
,"Mackay",30.481441,27.1633861,98.8580472,11.5067626,0,4.0782883,0,167.5086531,
,"Northern",80.4332816,110.8819568,48.4306314,35.0143536,0,0,3.6451122,272.879784,
,"Outback",28.3817349,30.4702628,66.0249671,1.765457,0,2.0283175,3.6451122,132.3158515,
,"Sunshine Coast",531.2601706,229.8727496,56.3384021,22.8332852,0,6.0835191,3.6451122,848.475207,
,"Tropical North Queensland",234.3508382,66.9741927,89.0389237,13.3646722,0,2.6172774,0,403.7286268,
,"Whitsundays",55.2098488,18.1218527,10.9354866,3.6311341,0,0,3.6451122,91.5434343,
,"Queensland",2086.953148,1596.2405286,848.3148974,232.4494655,0,36.5334288,3.6451122,4712.140741,
,"Adelaide",199.0522891,252.284773,182.0982561,61.8101351,0,8.8235057,3.6451122,702.388222,
,"Adelaide Hills",23.9436798,27.7491403,14.6857262,4.1867444,0,0,0,70.5652907,
,"Barossa",25.8009473,19.6948782,3.6704049,0.7840288,0,0,0,49.9502593,
,"Clare Valley",11.3389565,23.0734756,5.1631976,0,0,0,0,39.5756297,
,"Eyre Peninsula",46.2612892,29.6951654,27.5967363,9.0130262,0,5.9729276,0,116.9979309,
,"Fleurieu Peninsula",131.3738339,51.2592035,37.5563227,2.9965182,0,0,0,222.4066032,
,"Limestone Coast",80.0634741,44.2306163,35.7275371,0.4101435,0,1.589293,0,160.0825851,
,"Murraylands",58.2094276,24.9741528,22.2131175,5.8032076,0,0,0,111.1999055,
,"Riverland",62.8975922,15.9044246,5.2345547,6.1287184,0,0,0,90.1652899,
,"Yorke Peninsula",130.9372333,40.5119543,0,0.2765318,0,0,0,171.7257195,
,"Flinders Ranges and Outback",27.8805113,37.2508484,47.7014783,3.3881264,0,1.8017488,3.6451122,121.6678254,
,"Kangaroo Island",19.7715296,5.5754472,5.277895,0,0,0,0,30.6248718,
,"South Australia",770.4017294,526.2289712,371.9633872,94.1885462,0,17.1661948,3.6451122,1756.4003346,
,"Experience Perth",285.6051903,538.2650462,220.2323054,72.4117161,0,12.7250858,0,1121.0758021,
,"Australia's Golden Outback",113.9814297,62.7261053,96.8333164,4.7699109,0,4.4317138,0,282.5334673,
,"Australia's North West",16.2296874,18.7275009,174.5569033,0.2128028,0,3.2014247,0,208.680538,
,"Australia's South West",612.0898631,267.934342,82.4957011,19.5533743,0,1.0534208,0,972.3497762,
,"Australia's Coral Coast",137.8118223,51.378891,90.8531357,4.5028305,0,8.3574304,0,291.7787447,
,"Western Australia",1101.2110943,894.9262139,629.3860875,98.7506653,0,20.1648015,1.2425052,2694.8495872,
,"Hobart and the South",246.2403183,93.7972485,50.1925393,16.1666477,0,0,0,404.1484321,
,"East Coast",157.5818891,12.2195171,2.2493612,0.5067499,0,0,0,172.5575173,
,"Launceston, Tamar and the North",140.3169042,34.2537581,15.7156551,9.0836159,0,1.5299684,0,200.8999017,
,"North West",103.878656,30.3240304,36.6121839,3.3246675,0,2.6347935,0,176.7743312,
,"Wilderness West",42.1811316,15.4405562,0.9566906,0,0,0,0,58.5783784,
,"Tasmania",491.4349224,180.0291548,91.1632281,29.0816809,0,6.3283586,1.3357039,783.0402351,
,"Darwin",33.5451105,29.7383686,79.6587848,2.110344,0,2.9782551,0,147.9674302,
,"Barkly",7.7249089,7.2796444,8.263528,0.0890813,0,2.2618604,3.6451122,29.2641353,
,"Alice Springs",3.3960847,7.9900859,8.2042532,6.9719914,0,7.7154211,0,34.2778362,
,"Kakadu Arnhem",22.8020216,10.0900141,18.980285,0,0,0,0,51.8723207,
,"Katherine Daly",12.6669533,6.1749471,41.4680108,6.8776524,0,0.7708354,3.6451122,64.8858216,
,"Lasseter",15.9519251,0.5138903,1.1163492,0,0,0,3.6451122,21.2272768,
,"MacDonnell",11.1141429,0,9.3701183,0,0,0,0,20.4842613,
,"Northern Territory",90.2957811,50.3811676,161.1811653,16.0490692,0,12.8694893,3.6451122,318.6063107,
,"Canberra",162.597761,238.1156135,152.5994803,71.8287796,0,0,0,622.781601,
,"ACT",162.597761,238.1156135,152.5994803,71.8287796,0,0,0,622.781601,
"June quarter 2016","Sydney",637.2558793,858.6407285,726.3281828,166.8222519,0,9.002337,0,2388.2363711,
,"Blue Mountains",182.4950501,68.8888337,40.9510013,11.2234687,0,0,0,300.1363247,
,"Capital Country",146.6063067,122.0251819,34.9375821,18.9356475,0,9.8937216,0,332.3984397,
,"Central Coast",101.6029973,122.7045932,19.2389881,7.4093929,0,1.0111893,2.2201983,254.1873591,
,"Central NSW",205.2921058,141.9481553,81.7780417,32.0249143,0,19.9751164,3.3260558,476.1222758,
,"Hunter",304.7781839,314.4863378,148.3021055,62.4104752,0,8.7673933,0,837.7417567,
,"New England North West",142.659137,112.4571317,106.3564401,30.5445167,0,10.838356,5.5462541,405.9196734,
,"North Coast NSW",537.0455399,387.2464301,166.0658922,63.3398846,0,28.4966652,1.6925259,1160.1037043,
,"Outback NSW",68.2253785,27.5066887,31.4566024,7.642581,0,4.4650333,2.313338,135.5363396,
,"Riverina",108.6295266,106.5196307,32.7850305,32.0190301,0,12.2897123,3.9127242,296.1556544,
,"Snowy Mountains",77.2130006,9.3442791,10.2255321,1.4384019,0,3.6630178,0,97.1627686,
,"South Coast",412.4761092,300.3848568,43.1812036,19.5234529,0,3.7619114,0,779.3275339,
,"The Murray",100.5739335,100.9977279,52.8681356,14.7671411,0,5.1289565,5.5462541,279.8821486,
,"New South Wales",2764.4007637,2550.4288812,1457.2325486,431.1718274,0,87.892074,15.2836955,7161.0948755,
,"Melbourne",611.1261341,755.364754,620.1808431,139.0277843,0,14.8322161,0.4345298,2136.0104483,
,"Ballarat",66.5526103,74.0783371,38.016991,4.8903562,0,3.4242531,2.6547282,189.6172759,
,"Bendigo Loddon",114.8507876,94.9725947,23.5041167,8.8145698,0,1.6365283,0,243.7785971,
,"Central Highlands",48.9261691,27.9553323,9.2834046,4.5288892,0,0,0,90.6937952,
,"Central Murray",66.4509453,33.9307784,14.2884105,10.4573113,0,0,1.6335299,126.7609754,
,"Geelong and the Bellarine",105.0853578,104.3097955,22.434197,5.0012116,0,0,2.2201983,237.5582046,
,"Gippsland",91.0186433,77.5659217,18.7395837,15.4696811,0,0,0,202.7938299,
,"Goulburn",21.7253504,60.8325954,8.6980496,6.363072,0,1.1847096,0,96.3028849,
,"Great Ocean Road",232.677368,86.9088127,45.9682855,15.3422681,0,0.8409588,2.6547282,383.5514626,
,"High Country",177.652809,115.0926091,28.3242278,11.3434045,0,2.6816474,0,335.0946979,
,"Lakes",90.8534168,29.1687761,12.54526,6.273449,0,1.4129342,0,140.2538361,
,"Macedon",37.7905639,43.4169247,4.0039701,0,0,0,0,85.2114587,
,"Mallee",88.1053907,62.7003895,61.9776589,9.4703983,0,4.7145552,1.6335299,228.6019226,
,"Melbourne East",60.0320874,68.0795956,9.6923828,10.1081822,0,0,0,147.912248,
,"Murray East",7.2673866,17.8474652,8.1116095,0,0,0,0,33.2264613,
,"Peninsula",182.0246881,98.3318896,14.7210561,6.503763,0,0,0,301.5813969,
,"Phillip Island",116.900639,27.3152574,19.0518514,5.3852292,0,0,0,168.652977,
,"Spa Country",68.2076319,8.9922661,4.9690475,0,0,2.4707793,0.4345298,85.0742547,
,"Upper Yarra",35.7160801,19.6528092,0,8.3286182,0,0,0,63.6975075,
,"Western Grampians",21.9009194,20.617567,2.010225,4.9987711,0,2.4043882,0.4345298,52.3664006,
,"Wimmera",12.6790963,11.7230606,0,0,0,0.6811839,0,25.0833408,
,"Victoria",2078.6304561,1763.9169256,935.6984369,269.5409973,0,33.2346916,4.288258,5015.5093837,
,"Brisbane",418.4763476,571.4409842,305.1088446,139.3146476,0,8.2264405,2.372334,1437.6395172,
,"Bundaberg",28.2020397,38.5794389,47.9259442,19.2872938,0,4.0459857,1.6335299,139.6742321,
,"Central Queensland",90.5552968,98.3840452,133.2257677,16.7491555,0,11.4645138,3.3260558,346.4353573,
,"Darling Downs",164.7727191,163.8305327,161.1810261,35.5211803,0,11.5175744,4.5335363,535.3470175,
,"Fraser Coast",80.9671601,71.9980441,12.7155601,2.7580579,0,0,0,168.4388222,
,"Gold Coast",408.0380822,334.6730053,78.1151212,33.2840716,0,0,0,853.4097028,
,"Mackay",33.5240038,49.6523123,101.8347645,18.9473857,0,6.6181344,3.3260558,212.9314253,
,"Northern",105.4668369,81.4540784,75.9713788,20.3329496,0,6.5204952,3.3260558,287.8404456,
,"Outback",82.7948775,55.0879954,44.7392283,8.6996653,0,11.7547102,6.2260622,205.0463111,
,"Sunshine Coast",448.4632663,247.0877257,64.1022558,27.0929123,0,0.1938297,0,774.3426449,
,"Tropical North Queensland",185.8894906,76.6610173,137.4900724,19.5187639,0,5.1348884,1.6925259,414.0645657,
,"Whitsundays",64.2881808,27.0187077,9.2816307,6.049784,0,0,1.6925259,108.3308291,
,"Queensland",1965.9814905,1698.0632763,1094.8011053,325.6324967,0,45.7676489,16.1702512,5021.9210491,
,"Adelaide",177.1418065,219.1658594,187.8089202,80.4886879,0,4.2076092,0.4345298,663.7890133,
,"Adelaide Hills",11.2939838,2.3717196,0,0.2626329,0,0,0,13.9283362,
,"Barossa",18.9414593,6.3004429,10.2477669,1.7438839,0,0,0,37.233553,
,"Clare Valley",21.5276741,6.7679108,9.1246489,0.8409588,0,0,0,38.2611926,
,"Eyre Peninsula",37.7808682,15.9284654,31.4771261,8.0637976,0,0,3.3345363,96.3645405,
,"Fleurieu Peninsula",78.1848449,59.0147362,14.4864022,5.8529288,0,3.9434792,2.2201983,163.7025896,
,"Limestone Coast",63.0507405,47.8464005,25.9369752,1.8912193,0,0.8409588,2.6547282,142.2210226,
,"Murraylands",48.7235252,28.0071876,13.5601744,1.1727971,0,0,0,91.4636843,
,"Riverland",69.3459209,16.2345557,9.230697,2.452368,0,0,1.6925259,98.9560675,
,"Yorke Peninsula",87.7422961,26.8346812,0,2.0969136,0,0,0,114.2313374,
,"Flinders Ranges and Outback",86.2112033,42.8899199,58.6352421,2.1972776,0,1.632254,6.2260622,197.7919591,
,"Kangaroo Island",15.8178342,3.0121662,2.4190149,0,0,0,0,21.2490153,
,"South Australia",605.1778102,460.7674044,328.6143173,102.2456495,0,10.6243013,9.8371567,1494.1221548,
,"Experience Perth",330.3612513,319.9262177,211.946738,98.3379888,0,7.6650063,0.4345298,955.078218,
,"Australia's Golden Outback",84.2496055,45.7911072,157.58614,1.3499527,0,0,0,288.9768054,
,"Australia's North West",53.8100234,25.9273487,208.5927617,1.4841813,0,0,0,289.814315,
,"Australia's South West",390.8707454,167.3084352,66.3444567,25.5960786,0,0,0,644.4483323,
,"Australia's Coral Coast",194.4808368,28.8320078,49.4017363,7.1966678,0,8.6380791,0,278.5243846,
,"Western Australia",1005.409728,562.125375,668.1943285,132.480688,0,16.3030855,4.3795076,2340.9451415,
,"Hobart and the South",141.5985989,67.7245117,57.7670761,13.3949124,0,1.4060146,0,277.2810491,
,"East Coast",50.1779462,0.7873988,0,0.1927626,0,0,0,51.1581077,
,"Launceston, Tamar and the North",76.9997292,43.344656,21.7647227,3.6778872,0,0.484901,0,146.2718961,
,"North West",74.4222236,36.1635453,20.7552191,4.5787562,0,0,0,135.9197443,
,"Wilderness West",23.4938164,10.6365619,3.5582838,0.3601901,0,0,0,38.0488523,
,"Tasmania",240.9687534,152.2269343,92.6584182,22.2045086,0,3.0756252,0.6632118,504.8648973,
,"Darwin",67.6533896,20.8312569,70.6712442,8.916142,0,0,0,165.3694706,
,"Barkly",11.9988639,0.4968782,1.6141044,0,0,1.1965687,2.313338,17.6197533,
,"Alice Springs",45.0464619,2.9115446,24.3648813,4.2252715,0,1.1888263,4.5335363,82.0296114,
,"Kakadu Arnhem",42.2990687,6.2768944,21.5619689,2.2442634,0,0,0,72.3821955,
,"Katherine Daly",29.1479508,19.3421488,18.553759,1.5775366,0,2.1606449,0,70.78204,
,"Lasseter",49.1789124,0,9.4138021,2.8100061,0,0,4.5335363,65.9362569,
,"MacDonnell",5.2897847,0,2.7104012,0,0,0,4.5335363,12.5337222,
,"Northern Territory",171.3968779,41.8929453,146.4641413,17.5749528,0,3.3572136,7.2480238,372.3809055,
,"Canberra",199.5219014,167.8719857,195.7193939,29.4952177,0,6.8451909,1.6335299,601.0872194,
,"ACT",199.5219014,167.8719857,195.7193939,29.4952177,0,6.8451909,1.6335299,601.0872194,
"September quarter 2016","Sydney",592.252115,809.5793146,605.102031,210.4858156,0,10.2770278,0.8654371,2211.2878936,
,"Blue Mountains",148.0369234,37.267837,13.2477833,12.4655155,0,2.6300911,0,211.0180593,
,"Capital Country",81.4183655,116.851045,61.7341607,2.9246772,0,9.472524,0.3945665,271.5550449,
,"Central Coast",120.5149323,129.2991309,15.0180833,0.6199589,0,1.5104842,0,266.9625895,
,"Central NSW",162.1012033,174.1782244,120.4516491,48.505726,0,27.0521858,2.9822282,532.4691546,
,"Hunter",281.3878632,337.0756145,153.6883645,28.9053678,0,8.3929459,0.7728268,800.9018545,
,"New England North West",114.2582257,144.3385652,75.1173414,16.6575092,0,26.7463402,1.6802191,376.1174729,
,"North Coast NSW",505.6742553,359.1394941,140.5950718,33.3448175,0,42.4945183,0.7728268,1059.2396537,
,"Outback NSW",82.3250958,17.8724981,37.9542047,3.0909146,0,9.3229148,4.8754161,155.4410441,
,"Riverina",75.6783245,73.7032098,76.0973322,29.0643012,0,17.4261576,3.3604884,275.3298137,
,"Snowy Mountains",330.9926395,45.0546712,12.8071336,9.2571555,0,7.5326466,0,398.1115998,
,"South Coast",347.0659785,208.5450997,72.6576306,25.1972921,0,6.4292245,0.3782602,653.4823881,
,"The Murray",93.0764769,72.0106556,52.912338,8.7047364,0,12.2502764,1.3477439,238.9456223,
,"New South Wales",2619.6289846,2410.7317795,1376.8653288,408.4718941,0,129.0711217,11.3516437,6784.5497355,
,"Melbourne",662.5029595,791.2192346,579.0105656,172.8752427,0,7.897907,0.3782602,2200.8334357,
,"Ballarat",47.1076444,65.6365957,14.6727129,20.7805811,0,0,0,148.1975341,
,"Bendigo Loddon",73.9322553,125.8484872,54.1600763,9.9972646,0,2.8182609,1.3317496,266.6751831,
,"Central Highlands",34.4127293,12.1962552,22.657536,2.5709365,0,0,0,71.8374569,
,"Central Murray",89.2596289,72.2246243,16.697819,4.8322557,0,0,0,183.0143279,
,"Geelong and the Bellarine",118.3011626,118.9745533,12.8331639,4.0187701,0,0.3945665,0,254.5222164,
,"Gippsland",65.1384458,75.59862,22.226699,10.1006181,0,1.3477439,0.3782602,173.4426432,
,"Goulburn",28.8501319,58.6663049,23.1944463,0,0,1.3566048,0,112.0674879,
,"Great Ocean Road",217.5371043,93.7988098,25.2154907,4.6849758,0,0.3945665,0,339.2207686,
,"High Country",282.8983047,100.2105514,25.7655544,4.0825186,0,8.7106825,0.3945665,417.7138497,
,"Lakes",59.2383033,16.699308,15.1515514,1.7543918,0,3.253289,0.3782602,96.4751038,
,"Macedon",30.3136062,43.7198056,22.9972355,2.8247354,0,0,0,99.8553826,
,"Mallee",70.0553644,28.4847599,26.5577086,18.5734298,0,3.3608608,4.4343363,151.4664597,
,"Melbourne East",36.8003905,60.3999084,2.6686102,10.4015899,0,0,0,110.270499,
,"Murray East",13.0706405,19.9336745,3.8629331,0,0,0.6658198,0,37.5330679,
,"Peninsula",112.7025117,65.3170863,19.7412197,6.26055,0,0,0,204.0213676,
,"Phillip Island",114.0837522,13.0125869,12.44574,5.6836248,0,0,0,145.225704,
,"Spa Country",51.2956016,20.7769229,1.865545,3.7639986,0,1.5430619,0,79.24513,
,"Upper Yarra",45.2701255,6.7784795,0,0,0,0,0,52.048605,
,"Western Grampians",15.4608811,25.2465053,27.4659512,2.0735947,0,3.9479298,0,74.1948622,
,"Wimmera",12.4438276,5.6362879,6.3561398,0,0,2.2985044,1.3317496,28.0665094,
,"Victoria",2039.8158065,1750.5593231,917.6135365,283.8081536,0,36.8060984,10.646973,4978.4054165,
,"Brisbane",359.342593,555.5189684,457.8830679,123.8751484,0,9.2614766,0,1495.0848988,
,"Bundaberg",73.835324,70.1142605,21.4649315,4.2597721,0,2.8268271,2.5601017,175.0612168,
,"Central Queensland",169.2843415,122.6367004,143.3651474,11.8205249,0,12.8258145,6.0132004,461.8348598,
,"Darling Downs",163.9054134,180.791374,77.1395234,33.532547,0,14.4671221,4.646141,473.6686118,
,"Fraser Coast",97.9441328,48.5091751,10.2456103,1.3871812,0,0,1.2856526,159.371752,
,"Gold Coast",464.1501964,262.4055142,82.1763152,41.5309259,0,1.2552279,0.3782602,850.1391856,
,"Mackay",82.9731527,43.5801322,91.5108401,5.8983974,0,1.7076786,4.7732827,228.735805,
,"Northern",101.9125246,87.328344,88.776496,47.3355348,0,6.0716448,3.0004532,331.8213193,
,"Outback",117.5862552,30.9344599,59.8105171,1.5951028,0,28.4762947,7.3734767,220.1670551,
,"Sunshine Coast",502.3563916,256.9378812,52.0847389,32.1509569,0,4.1564666,0.3782602,841.4309723,
,"Tropical North Queensland",302.4564488,154.8796264,113.9112773,22.3287091,0,2.6747284,3.4876301,598.7798326,
,"Whitsundays",113.9783519,32.0551348,16.9487849,2.8858971,0,3.383587,0.3782602,167.028665,
,"Queensland",2198.4888424,1736.4968275,1139.7790672,304.8355669,0,69.1157891,23.1715659,5317.9232461,
,"Adelaide",154.1169205,203.7540928,195.9832501,81.7148422,0,3.8048709,2.0465456,639.1395678,
,"Adelaide Hills",15.490573,17.4467381,3.8583368,2.6701848,0,0,0,39.4658327,
,"Barossa",24.715471,20.4289971,3.2855791,0,0,0.3945665,0.447152,49.2717658,
,"Clare Valley",33.0929827,9.3092718,13.5766553,0,0,0,6.4256412,62.4045511,
,"Eyre Peninsula",31.0026727,29.8466197,19.2915489,7.6489582,0,0.2634498,3.4102601,91.2000597,
,"Fleurieu Peninsula",81.0070835,31.2270301,3.4032941,7.8697306,0,0,0,123.5071383,
,"Limestone Coast",40.8110712,37.1392813,28.5617049,2.5845515,0,0.3945665,0,109.4911754,
,"Murraylands",32.9695767,14.9984723,0,4.2833582,0,0.6852063,0,52.9366134,
,"Riverland",45.655728,15.6768895,11.5690368,5.2683693,0,0,2.9662339,81.1362575,
,"Yorke Peninsula",83.9804975,22.7588087,11.6297302,8.1211101,0,0,0.8417185,127.331865,
,"Flinders Ranges and Outback",99.8010637,19.0797689,42.1681277,3.0354611,0,12.2465975,7.7367702,183.9622901,
,"Kangaroo Island",12.9414849,0.4593291,0,0,0,0,0,13.400814,
,"South Australia",569.8949131,398.6082683,327.3600741,120.1552845,0,17.0001245,9.3008642,1427.5575625,
,"Experience Perth",223.3096981,365.445717,143.0522652,103.8258229,0,6.9357172,0.447152,840.3386085,
,"Australia's Golden Outback",85.2904689,61.7625815,114.6440066,9.4416782,0,9.2386342,4.7705364,277.2948311,
,"Australia's North West",103.6958107,23.007147,296.80234,1.4815719,0,8.1076597,3.5512878,425.9441968,
,"Australia's South West",260.1474131,150.4257718,89.7091712,30.9555421,0,5.1753616,0.447152,530.4415358,
,"Australia's Coral Coast",131.0722861,61.9223117,48.5807822,12.4721575,0,13.7886829,0.8765377,259.1336257,
,"Western Australia",746.5729458,628.8604275,675.8125704,150.93853,0,28.7240527,15.073642,2184.9616327,
,"Hobart and the South",112.5341297,64.688511,86.7177792,6.2519455,0,1.7044963,0,266.8990821,
,"East Coast",25.8493518,15.3979513,2.6377198,0,0,0,0,42.2671544,
,"Launceston, Tamar and the North",38.9756273,67.1936991,40.0000258,8.6278547,0,1.2494643,0,154.7972068,
,"North West",41.9659433,19.3540533,13.7212296,0.3782602,0,0,0,75.4194864,
,"Wilderness West",9.61307,1.7761719,9.3308803,1.2494613,0,0,0,21.9695834,
,"Tasmania",192.2485156,159.220521,136.3662572,17.402936,0,3.3704477,14.9160751,492.7078939,
,"Darwin",98.4101542,62.9309963,60.6340132,10.380507,0,5.1466844,2.9499276,240.1207829,
